"speciesName";"nederNaam";"group";"family";"genus"
"Eublemma parva";"klein purperuiltje";"macro";"Erebidae";"Eublemma"
"Eublemma ostrina";"bleek purperuiltje";"macro";"Erebidae";"Eublemma"
"Deltote bankiana";"zilverstreep";"macro";"Noctuidae";"Deltote"
"Deltote uncula";"zilverhaak";"macro";"Noctuidae";"Deltote"
"Deltote deceptoria";"bonte marmeruil";"macro";"Noctuidae";"Deltote"
"Deltote pygarga";"donkere marmeruil";"macro";"Noctuidae";"Deltote"
"Acontia lucida";"bleekschouderuil";"macro";"Noctuidae";"Acontia"
"Acontia trabealis";"panteruiltje";"macro";"Noctuidae";"Acontia"
"Abrostola triplasia";"donker brandnetelkapje";"macro";"Noctuidae";"Abrostola"
"Abrostola tripartita";"brandnetelkapje";"macro";"Noctuidae";"Abrostola"
"Chrysodeixis chalcites";"turkse uil";"macro";"Noctuidae";"Chrysodeixis"
"Trichoplusia ni";"ni-uil";"macro";"Noctuidae";"Trichoplusia"
"Syngrapha interrogationis";"schijn-gamma-uil";"macro";"Noctuidae";"Syngrapha"
"Autographa bractea";"zilvervenster";"macro";"Noctuidae";"Autographa"
"Autographa jota";"jota-uil";"macro";"Noctuidae";"Autographa"
"Autographa pulchrina";"donkere jota-uil";"macro";"Noctuidae";"Autographa"
"Autographa gamma";"gamma-uil";"macro";"Noctuidae";"Autographa"
"Plusia putnami";"moerasgoudvenstertje";"macro";"Noctuidae";"Plusia"
"Plusia festucae";"goudvenstertje";"macro";"Noctuidae";"Plusia"
"Macdunnoughia confusa";"getekende gamma-uil";"macro";"Noctuidae";"Macdunnoughia"
"Diachrysia chryson";"grote koperuil";"macro";"Noctuidae";"Diachrysia"
"Diachrysia chrysitis";"koperuil";"macro";"Noctuidae";"Diachrysia"
"Lamprotes c-aureum";"akelei-uil";"macro";"Noctuidae";"Lamprotes"
"Polychrysia moneta";"gelduil";"macro";"Noctuidae";"Polychrysia"
"Colobochyla salicalis";"booglijnuil";"macro";"Erebidae";"Colobochyla"
"Parascotia fuliginaria";"paddenstoeluil";"macro";"Erebidae";"Parascotia"
"Rivula sericealis";"stro-uiltje";"macro";"Erebidae";"Rivula"
"Phytometra viridaria";"purperuiltje";"macro";"Erebidae";"Phytometra"
"Hypena crassalis";"bosbessnuituil";"macro";"Erebidae";"Hypena"
"Hypena obesalis";"brandnetelsnuituil";"macro";"Erebidae";"Hypena"
"Hypena rostralis";"hopsnuituil";"macro";"Erebidae";"Hypena"
"Hypena proboscidalis";"bruine snuituil";"macro";"Erebidae";"Hypena"
"Scoliopteryx libatrix";"roesje";"macro";"Erebidae";"Scoliopteryx"
"Laspeyria flexula";"bruine sikkeluil";"macro";"Erebidae";"Laspeyria"
"Euclidia glyphica";"bruine daguil";"macro";"Erebidae";"Euclidia"
"Euclidia mi";"mi-vlinder";"macro";"Erebidae";"Euclidia"
"Tyta luctuosa";"akkerwinde-uil";"macro";"Noctuidae";"Tyta"
"Catephia alchymista";"wit weeskind";"macro";"Erebidae";"Catephia"
"Lygephila pastinum";"wikke-uil";"macro";"Erebidae";"Lygephila"
"Minucia lunaris";"grijs weeskind";"macro";"Erebidae";"Minucia"
"Catocala electa";"wilgenweeskind";"macro";"Erebidae";"Catocala"
"Catocala promissa";"eikenweeskind";"macro";"Erebidae";"Catocala"
"Catocala elocata";"populierenweeskind";"macro";"Erebidae";"Catocala"
"Catocala nupta";"rood weeskind";"macro";"Erebidae";"Catocala"
"Catocala fraxini";"blauw weeskind";"macro";"Erebidae";"Catocala"
"Catocala sponsa";"karmozijnrood weeskind";"macro";"Erebidae";"Catocala"
"Schrankia taenialis";"gelijnde micro-uil";"macro";"Erebidae";"Schrankia"
"Schrankia costaestrigalis";"gepijlde micro-uil";"macro";"Erebidae";"Schrankia"
"Hypenodes humidalis";"moeras-micro-uil";"macro";"Erebidae";"Hypenodes"
"Herminia tarsipennalis";"lijnsnuituil";"macro";"Erebidae";"Herminia"
"Zanclognatha lunalis";"maansnuituil";"macro";"Erebidae";"Zanclognatha"
"Pechipogo strigilata";"baardsnuituil";"macro";"Erebidae";"Pechipogo"
"Herminia grisealis";"boogsnuituil";"macro";"Erebidae";"Herminia"
"Herminia tarsicrinalis";"schaduwsnuituil";"macro";"Erebidae";"Herminia"
"Macrochilo cribrumalis";"stippelsnuituil";"macro";"Erebidae";"Macrochilo"
"Paracolax tristalis";"gele snuituil";"macro";"Erebidae";"Paracolax"
"Idia calvaria";"donkerbruine snuituil";"macro";"Erebidae";"Idia"
"Nyctobrya muralis";"groene korstmosuil";"macro";"Noctuidae";"Nyctobrya"
"Bryophila domestica";"lichte korstmosuil";"macro";"Noctuidae";"Bryophila"
"Bryophila raptricula";"donkere korstmosuil";"macro";"Noctuidae";"Bryophila"
"Cryphia algae";"donkergroene korstmosuil";"macro";"Noctuidae";"Cryphia"
"Simyra albovenosa";"kleine rietvink";"macro";"Noctuidae";"Simyra"
"Craniophora ligustri";"schedeldrager";"macro";"Noctuidae";"Craniophora"
"Acronicta rumicis";"zuringuil";"macro";"Noctuidae";"Acronicta"
"Acronicta euphorbiae";"wolfsmelkuil";"macro";"Noctuidae";"Acronicta"
"Acronicta auricoma";"goudhaaruil";"macro";"Noctuidae";"Acronicta"
"Acronicta menyanthidis";"veenheide-uil";"macro";"Noctuidae";"Acronicta"
"Acronicta strigosa";"moerasbos-uil";"macro";"Noctuidae";"Acronicta"
"Subacronicta megacephala";"schilddrager";"macro";"Noctuidae";"Subacronicta"
"Acronicta leporina";"schaapje";"macro";"Noctuidae";"Acronicta"
"Acronicta aceris";"bont schaapje";"macro";"Noctuidae";"Acronicta"
"Acronicta psi";"psi-uil";"macro";"Noctuidae";"Acronicta"
"Acronicta tridens";"drietand";"macro";"Noctuidae";"Acronicta"
"Acronicta cuspis";"grote drietand";"macro";"Noctuidae";"Acronicta"
"Acronicta alni";"elzenuil";"macro";"Noctuidae";"Acronicta"
"Moma alpium";"gevlekte groenuil";"macro";"Noctuidae";"Moma"
"Harpyia milhauseri";"draak";"macro";"Notodontidae";"Harpyia"
"Stauropus fagi";"eekhoorn";"macro";"Notodontidae";"Stauropus"
"Peridea anceps";"eikentandvlinder";"macro";"Notodontidae";"Peridea"
"Phalera bucephala";"wapendrager";"macro";"Notodontidae";"Phalera"
"Gluphisia crenata";"populierentandvlinder";"macro";"Notodontidae";"Gluphisia"
"Odontosia carmelita";"berkentandvlinder";"macro";"Notodontidae";"Odontosia"
"Ptilodon cucullina";"esdoorntandvlinder";"macro";"Notodontidae";"Ptilodon"
"Ptilodon capucina";"kroonvogeltje";"macro";"Notodontidae";"Ptilodon"
"Leucodonta bicoloria";"tweekleurige tandvlinder";"macro";"Notodontidae";"Leucodonta"
"Ptilophora plumigera";"pluimspinner";"macro";"Notodontidae";"Ptilophora"
"Pterostoma palpina";"snuitvlinder";"macro";"Notodontidae";"Pterostoma"
"Pheosia gnoma";"berkenbrandvlerkvlinder";"macro";"Notodontidae";"Pheosia"
"Pheosia tremula";"brandvlerkvlinder";"macro";"Notodontidae";"Pheosia"
"Drymonia velitaris";"zuidelijke tandvlinder";"macro";"Notodontidae";"Drymonia"
"Drymonia querna";"witlijntandvlinder";"macro";"Notodontidae";"Drymonia"
"Drymonia obliterata";"beukentandvlinder";"macro";"Notodontidae";"Drymonia"
"Drymonia ruficornis";"maantandvlinder";"macro";"Notodontidae";"Drymonia"
"Drymonia dodonaea";"gestreepte tandvlinder";"macro";"Notodontidae";"Drymonia"
"Notodonta ziczac";"kameeltje";"macro";"Notodontidae";"Notodonta"
"Notodonta tritophus";"wilgentandvlinder";"macro";"Notodontidae";"Notodonta"
"Notodonta torva";"geelbruine tandvlinder";"macro";"Notodontidae";"Notodonta"
"Notodonta dromedarius";"dromedaris";"macro";"Notodontidae";"Notodonta"
"Furcula bifida";"wilgenhermelijnvlinder";"macro";"Notodontidae";"Furcula"
"Furcula bicuspis";"berkenhermelijnvlinder";"macro";"Notodontidae";"Furcula"
"Furcula furcula";"kleine hermelijnvlinder";"macro";"Notodontidae";"Furcula"
"Cerura erminea";"witte hermelijnvlinder";"macro";"Notodontidae";"Cerura"
"Cerura vinula";"hermelijnvlinder";"macro";"Notodontidae";"Cerura"
"Clostera anastomosis";"roestbruine wapendrager";"macro";"Notodontidae";"Clostera"
"Clostera anachoreta";"kleine wapendrager";"macro";"Notodontidae";"Clostera"
"Clostera pigra";"donkere wapendrager";"macro";"Notodontidae";"Clostera"
"Clostera curtula";"bruine wapendrager";"macro";"Notodontidae";"Clostera"
"Thaumetopoea processionea";"eikenprocessierups";"macro";"Notodontidae";"Thaumetopoea"
"Acasis viretata";"groene blokspanner";"macro";"Geometridae";"Acasis"
"Pterapherapteryx sexalata";"kleine blokspanner";"macro";"Geometridae";"Pterapherapteryx"
"Trichopteryx carpinata";"vroege blokspanner";"macro";"Geometridae";"Trichopteryx"
"Trichopteryx polycommata";"ligusterblokspanner";"macro";"Geometridae";"Trichopteryx"
"Lobophora halterata";"lichte blokspanner";"macro";"Geometridae";"Lobophora"
"Minoa murinata";"bruin spannertje";"macro";"Geometridae";"Minoa"
"Hydrelia sylvata";"elzenspannertje";"macro";"Geometridae";"Hydrelia"
"Hydrelia flammeolaria";"geel spannertje";"macro";"Geometridae";"Hydrelia"
"Asthena anseraria";"kornoeljespanner";"macro";"Geometridae";"Asthena"
"Asthena albulata";"wit spannertje";"macro";"Geometridae";"Asthena"
"Euchoeca nebulata";"leverkleurige spanner";"macro";"Geometridae";"Euchoeca"
"Lithostege griseata";"lichtgrijze spanner";"macro";"Geometridae";"Lithostege"
"Odezia atrata";"rouwspanner";"macro";"Geometridae";"Odezia"
"Aplocera efformata";"sint-janskruidblokspanner";"macro";"Geometridae";"Aplocera"
"Aplocera plagiata";"streepblokspanner";"macro";"Geometridae";"Aplocera"
"Chesias rufata";"zomerbremspanner";"macro";"Geometridae";"Chesias"
"Chesias legatella";"herfstbremspanner";"macro";"Geometridae";"Chesias"
"Anticollix sparsata";"wederikdwergspanner";"macro";"Geometridae";"Anticollix"
"Pasiphila debiliata";"bosbesdwergspanner";"macro";"Geometridae";"Pasiphila"
"Pasiphila chloerata";"sleedoorndwergspanner";"macro";"Geometridae";"Pasiphila"
"Pasiphila rectangulata";"groene dwergspanner";"macro";"Geometridae";"Pasiphila"
"Chloroclystis v-ata";"v-dwergspanner";"macro";"Geometridae";"Chloroclystis"
"Gymnoscelis rufifasciata";"zwartkamdwergspanner";"macro";"Geometridae";"Gymnoscelis"
"Eupithecia tantillaria";"fijnspardwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia lariciata";"lariksdwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia lanceata";"vroege dwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia pusillata";"jeneverbesdwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia dodoneata";"eikendwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia abbreviata";"voorjaarsdwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia virgaureata";"guldenroededwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia innotata";"bijvoetdwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia nanata";"smalvleugeldwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia pimpinellata";"beverneldwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia indigata";"dennendwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia sinuosaria";"ganzenvoetdwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia simpliciata";"meldedwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia millefoliata";"duizendbladdwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia subumbrata";"dwarsbanddwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia impurata";"grasklokjesdwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia succenturiata";"witvlakdwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia icterata";"oranje dwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia subfuscata";"grijze dwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia denotata";"klokjesdwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia tripunctaria";"schermbloemdwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia vulgata";"gewone dwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia assimilata";"hopdwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia expallidata";"kruiskruiddwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia absinthiata";"egale dwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia satyrata";"heidedwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia intricata";"streepjesdwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia trisignaria";"drievlekdwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia selinata";"eppedwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia centaureata";"zwartvlekdwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia egenaria";"lindedwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia venosata";"silenedwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia pygmaeata";"hoornbloemdwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia valerianata";"valeriaandwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia insigniata";"fruitboomdwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia exiguata";"loofboomdwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia irriguata";"gemarmerde dwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia laquaearia";"ogentroostdwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia pulchellata";"vingerhoedskruiddwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia linariata";"vlasbekdwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia analoga";"gallendwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia abietaria";"spardwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia plumbeolata";"hengeldwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia haworthiata";"bosrankdwergspanner";"macro";"Geometridae";"Eupithecia"
"Eupithecia tenuiata";"wilgendwergspanner";"macro";"Geometridae";"Eupithecia"
"Mesotype verberata";"bleke bergspanner";"macro";"Geometridae";"Mesotype"
"Gagitodes sagittata";"poelruitspanner";"macro";"Geometridae";"Gagitodes"
"Mesotype didymata";"pijlkruidspanner";"macro";"Geometridae";"Mesotype"
"Perizoma flavofasciata";"silenespanner";"macro";"Geometridae";"Perizoma"
"Perizoma albulata";"ratelaarspanner";"macro";"Geometridae";"Perizoma"
"Perizoma blandiata";"ogentroostspanner";"macro";"Geometridae";"Perizoma"
"Perizoma bifaciata";"donkere ogentroostspanner";"macro";"Geometridae";"Perizoma"
"Perizoma alchemillata";"hennepnetelspanner";"macro";"Geometridae";"Perizoma"
"Perizoma affinitata";"koekoeksbloemspanner";"macro";"Geometridae";"Perizoma"
"Operophtera fagata";"berkenwintervlinder";"macro";"Geometridae";"Operophtera"
"Operophtera brumata";"kleine wintervlinder";"macro";"Geometridae";"Operophtera"
"Epirrita autumnata";"novemberspanner";"macro";"Geometridae";"Epirrita"
"Epirrita christyi";"bleke novemberspanner";"macro";"Geometridae";"Epirrita"
"Epirrita dilutata";"herfstspanner";"macro";"Geometridae";"Epirrita"
"Euphyia frustata";"bruine bergspanner";"macro";"Geometridae";"Euphyia"
"Euphyia unangulata";"scherphoekbandspanner";"macro";"Geometridae";"Euphyia"
"Euphyia biangulata";"dubbelhoekbandspanner";"macro";"Geometridae";"Euphyia"
"Philereme transversata";"wegedoornspanner";"macro";"Geometridae";"Philereme"
"Philereme vetulata";"sporkehoutspanner";"macro";"Geometridae";"Philereme"
"Triphosa dubitata";"grote boomspanner";"macro";"Geometridae";"Triphosa"
"Hydria undulata";"gegolfde spanner";"macro";"Geometridae";"Hydria"
"Hydria cervinalis";"grote berberisspanner";"macro";"Geometridae";"Hydria"
"Rheumaptera hastata";"speerpuntspanner";"macro";"Geometridae";"Rheumaptera"
"Spargania luctuata";"witbandspanner";"macro";"Geometridae";"Spargania"
"Pareulype berberata";"berberisspanner";"macro";"Geometridae";"Pareulype"
"Melanthia procellata";"witvlekbosrankspanner";"macro";"Geometridae";"Melanthia"
"Horisme aquata";"grijze bosrankspanner";"macro";"Geometridae";"Horisme"
"Horisme tersata";"egale bosrankspanner";"macro";"Geometridae";"Horisme"
"Horisme vitalbata";"bruine bosrankspanner";"macro";"Geometridae";"Horisme"
"Hydriomena impluviata";"groenbandspanner";"macro";"Geometridae";"Hydriomena"
"Hydriomena furcata";"variabele spanner";"macro";"Geometridae";"Hydriomena"
"Colostygia pectinataria";"kleine groenbandspanner";"macro";"Geometridae";"Colostygia"
"Colostygia multistrigaria";"vroege walstrospanner";"macro";"Geometridae";"Colostygia"
"Colostygia olivata";"groene bergspanner";"macro";"Geometridae";"Colostygia"
"Electrophaes corylata";"kleine wortelhoutspanner";"macro";"Geometridae";"Electrophaes"
"Thera juniperata";"jeneverbesspanner";"macro";"Geometridae";"Thera"
"Thera britannica";"schijn-sparspanner";"macro";"Geometridae";"Thera"
"Thera variata";"sparspanner";"macro";"Geometridae";"Thera"
"Thera obeliscata";"naaldboomspanner";"macro";"Geometridae";"Thera"
"Pennithera firmata";"hoekbanddennenspanner";"macro";"Geometridae";"Pennithera"
"Plemyria rubiginata";"blauwrandspanner";"macro";"Geometridae";"Plemyria"
"Cidaria fulvata";"oranje bruinbandspanner";"macro";"Geometridae";"Cidaria"
"Dysstroma truncata";"schimmelspanner";"macro";"Geometridae";"Dysstroma"
"Dysstroma citrata";"gehoekte schimmelspanner";"macro";"Geometridae";"Dysstroma"
"Chloroclysta miata";"herfstpapegaaitje";"macro";"Geometridae";"Chloroclysta"
"Chloroclysta siterata";"papegaaitje";"macro";"Geometridae";"Chloroclysta"
"Ecliptopera capitata";"springzaadspanner";"macro";"Geometridae";"Ecliptopera"
"Ecliptopera silaceata";"marmerspanner";"macro";"Geometridae";"Ecliptopera"
"Gandaritis pyraliata";"gele agaatspanner";"macro";"Geometridae";"Gandaritis"
"Eulithis mellinata";"bessentakvlinder";"macro";"Geometridae";"Eulithis"
"Eulithis populata";"gewone agaatspanner";"macro";"Geometridae";"Eulithis"
"Eulithis testata";"oranje agaatspanner";"macro";"Geometridae";"Eulithis"
"Eulithis prunata";"wortelhoutspanner";"macro";"Geometridae";"Eulithis"
"Cosmorhoe ocellata";"blauwbandspanner";"macro";"Geometridae";"Cosmorhoe"
"Lampropteryx suffumata";"fraaie walstrospanner";"macro";"Geometridae";"Lampropteryx"
"Pelurga comitata";"kajatehoutspanner";"macro";"Geometridae";"Pelurga"
"Mesoleuca albicillata";"brummelspanner";"macro";"Geometridae";"Mesoleuca"
"Anticlea derivata";"getekende rozenspanner";"macro";"Geometridae";"Anticlea"
"Earophila badiata";"rozenspanner";"macro";"Geometridae";"Earophila"
"Larentia clavaria";"malvabandspanner";"macro";"Geometridae";"Larentia"
"Camptogramma bilineata";"gestreepte goudspanner";"macro";"Geometridae";"Camptogramma"
"Costaconvexa polygrammata";"walstrospanner";"macro";"Geometridae";"Costaconvexa"
"Epirrhoe galiata";"walstrobandspanner";"macro";"Geometridae";"Epirrhoe"
"Epirrhoe rivata";"bosbandspanner";"macro";"Geometridae";"Epirrhoe"
"Epirrhoe alternata";"gewone bandspanner";"macro";"Geometridae";"Epirrhoe"
"Epirrhoe tristata";"bonte bandspanner";"macro";"Geometridae";"Epirrhoe"
"Catarhoe cuculata";"bonte walstrospanner";"macro";"Geometridae";"Catarhoe"
"Catarhoe rubidata";"roodbruine walstrospanner";"macro";"Geometridae";"Catarhoe"
"Xanthorhoe fluctuata";"zwartbandspanner";"macro";"Geometridae";"Xanthorhoe"
"Xanthorhoe montanata";"geoogde bandspanner";"macro";"Geometridae";"Xanthorhoe"
"Xanthorhoe quadrifasiata";"grote vierbandspanner";"macro";"Geometridae";"Xanthorhoe"
"Xanthorhoe ferrugata";"vierbandspanner";"macro";"Geometridae";"Xanthorhoe"
"Xanthorhoe spadicearia";"bruine vierbandspanner";"macro";"Geometridae";"Xanthorhoe"
"Xanthorhoe designata";"koolbandspanner";"macro";"Geometridae";"Xanthorhoe"
"Xanthorhoe biriviata";"springzaadbandspanner";"macro";"Geometridae";"Xanthorhoe"
"Nycterosea obstipata";"zuidelijke bandspanner";"macro";"Geometridae";"Nycterosea"
"Orthonama vittata";"moeraswalstrospanner";"macro";"Geometridae";"Orthonama"
"Scotopteryx luridata";"late bremspanner";"macro";"Geometridae";"Scotopteryx"
"Scotopteryx mucronata";"vroege bremspanner";"macro";"Geometridae";"Scotopteryx"
"Scotopteryx chenopodiata";"bruinbandspanner";"macro";"Geometridae";"Scotopteryx"
"Scotopteryx bipunctaria";"klaverbandspanner";"macro";"Geometridae";"Scotopteryx"
"Scotopteryx coarctaria";"gelijnde bruinbandspanner";"macro";"Geometridae";"Scotopteryx"
"Scotopteryx moeniata";"tandbandspanner";"macro";"Geometridae";"Scotopteryx"
"Phibalapteryx virgata";"echt-walstrospanner";"macro";"Geometridae";"Phibalapteryx"
"Cataclysme riguata";"kalkbandspanner";"macro";"Geometridae";"Cataclysme"
"Lythria cruentaria";"zuringspanner";"macro";"Geometridae";"Lythria"
"Rhodometra sacraria";"roodstreepspanner";"macro";"Geometridae";"Rhodometra"
"Rhodostrophia vibicaria";"paarsbandspanner";"macro";"Geometridae";"Rhodostrophia"
"Idaea straminata";"egale stipspanner";"macro";"Geometridae";"Idaea"
"Idaea aversata";"grijze stipspanner";"macro";"Geometridae";"Idaea"
"Idaea emarginata";"geblokte stipspanner";"macro";"Geometridae";"Idaea"
"Idaea trigeminata";"zuidelijke stipspanner";"macro";"Geometridae";"Idaea"
"Idaea subsericeata";"satijnstipspanner";"macro";"Geometridae";"Idaea"
"Idaea dimidiata";"vlekstipspanner";"macro";"Geometridae";"Idaea"
"Idaea seriata";"paardenbloemspanner";"macro";"Geometridae";"Idaea"
"Idaea humiliata";"streepstipspanner";"macro";"Geometridae";"Idaea"
"Idaea fuscovenosa";"dwergstipspanner";"macro";"Geometridae";"Idaea"
"Idaea inquinata";"roestige stipspanner";"macro";"Geometridae";"Idaea"
"Idaea biselata";"schildstipspanner";"macro";"Geometridae";"Idaea"
"Idaea sylvestraria";"randstipspanner";"macro";"Geometridae";"Idaea"
"Idaea laevigata";"strooiselstipspanner";"macro";"Geometridae";"Idaea"
"Idaea rusticata";"schaduwstipspanner";"macro";"Geometridae";"Idaea"
"Idaea muricata";"geelpurperen spanner";"macro";"Geometridae";"Idaea"
"Idaea ochrata";"okergele spanner";"macro";"Geometridae";"Idaea"
"Scopula emutaria";"witroze stipspanner";"macro";"Geometridae";"Scopula"
"Scopula floslactata";"roomkleurige stipspanner";"macro";"Geometridae";"Scopula"
"Scopula ternata";"cr�me stipspanner";"macro";"Geometridae";"Scopula"
"Scopula immutata";"bosspanner";"macro";"Geometridae";"Scopula"
"Scopula imitaria";"ligusterstipspanner";"macro";"Geometridae";"Scopula"
